chart_id,category,title,label,value,unit,evidence,note
ROUTE-02,Routing,Randomized routing experiment,treatment,91.88214070956104,%,RANDOMIZED SYNTHETIC,247.88 bps treatment-control
ROUTE-03,Routing,Observed gap versus identified effect,observed Germany gap,372.3931379614931,bps,SYNTHETIC / OBSERVATIONAL,Not a causal effect
ROUTE-03,Routing,Observed gap versus identified effect,randomized effect,247.8827997527516,bps,RANDOMIZED SYNTHETIC,95% CI 190.86-304.91 bps
RISK-01,Fraud / Acceptance,Synthetic fraud guardrail by route,control,2.284,bps,SYNTHETIC,Guardrail simulation; not merchant fraud rate
RISK-01,Fraud / Acceptance,Synthetic fraud guardrail by route,treatment,2.417,bps,SYNTHETIC,Guardrail simulation; not merchant fraud rate
RISK-02,Fraud / Acceptance,Authorization vs fraud trade-off,authorization gain,247.8827997527516,bps,RANDOMIZED SYNTHETIC,Randomized synthetic auth effect
RISK-02,Fraud / Acceptance,Authorization vs fraud trade-off,fraud change,0.133,bps,SYNTHETIC,Separate guardrail simulation
RISK-03,Fraud / Acceptance,EEA fraud context,total transaction value fraud rate,0.002,%,OFFICIAL SOURCE,EBA/ECB 2025 joint fraud report; market context only
RISK-03,Fraud / Acceptance,EEA fraud context,2024 reported fraud value,4.2,EUR bn,OFFICIAL SOURCE,EBA/ECB 2025 joint fraud report; market context only
STATE-01,Payment State,Synthetic payment-state funnel,created,20000,count,SYNTHETIC,Seeded payment-state cohort
STATE-01,Payment State,Synthetic payment-state funnel,authorized,18499,count,SYNTHETIC,Seeded payment-state cohort
STATE-01,Payment State,Synthetic payment-state funnel,captured,18019,count,SYNTHETIC,Seeded payment-state cohort
STATE-01,Payment State,Synthetic payment-state funnel,refunded,1497,count,SYNTHETIC,Seeded payment-state cohort
STATE-01,Payment State,Synthetic payment-state funnel,disputed,65,count,SYNTHETIC,Seeded payment-state cohort
STATE-02,Payment State,Naive event count vs state-aware count,captured naive,18350,count,SYNTHETIC,Duplicate delivery inflates event count
STATE-02,Payment State,Naive event count vs state-aware count,captured state-aware,18019,count,SYNTHETIC,Unique payment-state count
STATE-02,Payment State,Naive event count vs state-aware count,refund naive,1516,count,SYNTHETIC,Duplicate delivery inflates event count
STATE-02,Payment State,Naive event count vs state-aware count,refund state-aware,1497,count,SYNTHETIC,Unique payment-state count
STATE-03,Payment State,Webhook integrity stress,delivered events,61134,count,SYNTHETIC,Seeded event deliveries
STATE-03,Payment State,Webhook integrity stress,duplicate events,1036,count,SYNTHETIC,1.6946% of delivered events
STATE-03,Payment State,Webhook integrity stress,out-of-order flags,489,count,SYNTHETIC,Seeded delivery-order anomaly flag
RECON-01,Reconciliation,Synthetic reconciliation exceptions,clean,11149,count,SYNTHETIC,12k-order reconciliation cohort
RECON-01,Reconciliation,Synthetic reconciliation exceptions,duplicate_capture,166,count,SYNTHETIC,Seeded exception
RECON-01,Reconciliation,Synthetic reconciliation exceptions,amount_mismatch,176,count,SYNTHETIC,Seeded exception
RECON-01,Reconciliation,Synthetic reconciliation exceptions,refund_mismatch,164,count,SYNTHETIC,Seeded exception
RECON-01,Reconciliation,Synthetic reconciliation exceptions,missing_settlement,177,count,SYNTHETIC,Seeded exception
RECON-01,Reconciliation,Synthetic reconciliation exceptions,state_mismatch,168,count,SYNTHETIC,Seeded exception
RECON-02,Reconciliation,Exception value exposure,duplicate_capture,9887.69,EUR,SYNTHETIC,Seeded exception amount
RECON-02,Reconciliation,Exception value exposure,amount_mismatch,10291.22,EUR,SYNTHETIC,Seeded exception amount
RECON-02,Reconciliation,Exception value exposure,refund_mismatch,9853.95,EUR,SYNTHETIC,Seeded exception amount
RECON-02,Reconciliation,Exception value exposure,missing_settlement,10442.76,EUR,SYNTHETIC,Seeded exception amount
RECON-02,Reconciliation,Exception value exposure,state_mismatch,9822.29,EUR,SYNTHETIC,Seeded exception amount
RECON-03,Reconciliation,Exception aging,0-2 days,286,count,SYNTHETIC,Seeded aging cohort
RECON-03,Reconciliation,Exception aging,3-7 days,268,count,SYNTHETIC,Seeded aging cohort
RECON-03,Reconciliation,Exception aging,8-14 days,175,count,SYNTHETIC,Seeded aging cohort
RECON-03,Reconciliation,Exception aging,15+ days,122,count,SYNTHETIC,Seeded aging cohort
ECON-01,Economic Value,Failed-value waterfall,attempted value,16688177.22,EUR,SYNTHETIC,Canonical 300k environment
ECON-01,Economic Value,Failed-value waterfall,authorized value,15547558.41,EUR,SYNTHETIC,Canonical 300k environment
ECON-01,Economic Value,Failed-value waterfall,failed value,1140618.81,EUR,SYNTHETIC,Attempted minus authorized value
ECON-02,Economic Value,Identified synthetic routing value,baseline approved value,4967152.0,EUR,RANDOMIZED SYNTHETIC,Illustrative 100k attempts x EUR55.50 AOV x control auth
ECON-02,Economic Value,Identified synthetic routing value,incremental approved value,137574.95,EUR,RANDOMIZED SYNTHETIC,Randomized effect x 100k attempts x EUR55.50 AOV
ECON-02,Economic Value,Identified synthetic routing value,treatment approved value,5104726.95,EUR,RANDOMIZED SYNTHETIC,Illustrative baseline plus identified synthetic effect
EXP-01,Experimental Effects,Randomized effect with interval,point estimate,247.8827997527516,bps,RANDOMIZED SYNTHETIC,Separate 40k routing experiment
EXP-01,Experimental Effects,Randomized effect with interval,95% CI low,190.86010121861268,bps,RANDOMIZED SYNTHETIC,Normal approximation interval
EXP-01,Experimental Effects,Randomized effect with interval,95% CI high,304.9054982868905,bps,RANDOMIZED SYNTHETIC,Normal approximation interval
EXP-02,Experimental Effects,Per-100k identified effect,incremental approvals,2478.827997527516,count,RANDOMIZED SYNTHETIC,Effect x 100k attempts
EXP-02,Experimental Effects,Per-100k identified effect,incremental approved value,137574.95,EUR,RANDOMIZED SYNTHETIC,Assumes EUR55.50 average attempt value; illustrative
